rownames(count),DMSO.Total.1,DMSO.Total.2,DMSO.Total.3,TPG.Total.1,TPG.Total.2,TPG.Total.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
ANKS6,161,180,140,183,182,131,0.786923230198463,0.898505563915123,12821.0,-0.0609098572112825,0.225334927069426,161.857026143639,-0.270308105376475,0,7.338576183450133,ns
ANKZF1,68,54,52,100,67,73,0.262346210831155,0.497226676815794,6712.0,0.368608092420502,0.328860988666106,68.056792528058,1.12086293334948,0,6.088667254522549,ns
ANLN,589,563,555,604,529,549,0.31594345205395,0.554997529246662,7353.0,-0.1181103687006,0.117777196050459,562.463836955476,-1.00282883836017,0,9.135616532465034,ns
ANO10,107,157,144,123,150,140,0.734554740061333,0.870591176959694,12292.0,-0.0871336584411506,0.256976106116494,137.023776287634,-0.339072996933227,0,7.098282440304048,ns
ANO4,113,93,62,120,121,81,0.572716428453497,0.770817527322551,10428.0,0.168702797527533,0.299089055747784,97.0193467351698,0.56405540184592,0,6.600200560287916,ns
ANO5,263,271,283,269,195,236,0.0797176672482471,0.230875508511033,4098.0,-0.322523163902968,0.184054254886637,252.656576375442,-1.75232658490627,0,7.9810339219995745,ns
ANO6,609,445,569,683,579,577,0.492203170068443,0.711501578378791,9404.0,0.0873913148819589,0.127242551451898,571.598915415418,0.686808884958549,0,9.158859368758694,ns
ANO7,15,16,18,32,72,9,0.0990388577416405,1.0,4439.0,1.08541297470272,0.658013002657225,26.2840800810965,1.64953119515807,0,4.7161173376661045,ns
ANO8,187,221,154,151,119,137,0.0147227802688845,0.0692798380526657,2416.0,-0.566014377781823,0.232056102456619,161.978837500901,-2.43912731356692,0,7.339661527410227,ns
ANOS1,114,128,137,151,158,140,0.540373152855331,0.746817128840046,9979.0,0.142512172010318,0.232768393937338,137.247178847344,0.612248809211967,0,7.1006326843255865,ns
ANP32A,5176,4617,5149,4057,4230,3569,5.47824203125137e-13,4.5383555812628e-11,134.0,-0.43125913271124,0.059790179513702,4459.28658381005,-7.21287569662521,0,12.122597204599986,ns
ANP32B,7078,6187,6336,6601,6309,5610,0.0001967646710408,0.0024570130632449,893.0,-0.178305142483011,0.0478911371297826,6320.34493481788,-3.72313444969605,0,12.625787580749849,ns
ANP32E,1942,2020,1849,2019,1920,1849,0.176024258353754,0.390418639757247,5564.0,-0.104814488292327,0.0774625875192025,1926.10860906509,-1.35309820713572,0,10.911473340565069,ns
ANTKMT,402,370,275,335,355,283,0.230131848623746,0.457367910218067,6321.0,-0.201706447722763,0.16808600437796,334.791369181622,-1.20001929053655,0,8.387118525908587,ns
ANTXR1,345,286,281,315,227,241,0.0674650125026035,0.204402047978003,3896.0,-0.315724623236349,0.172662644228048,281.089259971009,-1.82856358216864,0,8.134884521178595,ns
ANTXR2,141,84,118,154,120,147,0.41143232451258,0.643316017834921,8503.0,0.210796768323045,0.256638684487239,125.913084944503,0.821375657937986,0,6.976284406140846,ns
ANXA1,26,39,17,24,51,18,0.903749985364716,0.957028387630803,14216.0,0.0684524676612992,0.566071056484441,28.9883521064601,0.120925574408309,0,4.857401418096586,ns
ANXA11,1514,1191,1201,1327,1269,1357,0.436571035747542,0.666168394203912,8763.0,-0.0714136114503532,0.0917916791335494,1301.86047511272,-0.777996569236436,0,10.34635912283603,ns
ANXA2,1198,1246,1064,1216,1018,1146,0.146053347648755,0.347684729147285,5131.0,-0.150948442855726,0.103843551833244,1144.77617264665,-1.45361402023425,0,10.16084983391979,ns
ANXA2R,49,42,44,50,115,45,0.197039857298201,0.415800682486418,5886.0,0.53824864834084,0.417236952493547,56.6391750182688,1.2900311085202,0,5.823728346789199,ns
ANXA3,31,71,48,80,43,68,0.582805486578795,0.778099323058048,10528.0,0.231193407744235,0.420893912950083,56.7978305474004,0.549291402490903,0,5.827763920422245,ns
ANXA4,127,125,131,124,126,158,0.999482122319256,0.999752301303484,15147.0,0.0001585528410787,0.244279411508618,131.566166669802,0.00064906346425,0,7.039644725555668,ns
ANXA5,1182,1139,1065,1065,1132,986,0.0396061189261989,0.141463168017933,3258.0,-0.18634595694608,0.0905544383455796,1090.82035499359,-2.05783350159972,0,10.091197811346492,ns
ANXA6,924,681,754,851,1092,792,0.324370183566025,0.561489694022523,7475.0,0.12217753861461,0.123973039733164,840.429539244323,0.985517003354772,0,9.714983060224947,ns
ANXA7,1052,970,860,1122,1099,995,0.509189833295682,0.72496041290437,9595.0,0.0622120932441849,0.0942465064197764,1008.74338889975,0.660099727910238,0,9.978343503064474,ns
ANXA9,11,2,8,4,15,5,0.907148870720874,1.0,14250.0,0.121535098564038,1.04200739729083,7.35597507668307,0.116635542972175,0,2.8789165916575925,ns
AOC2,13,43,27,28,21,25,0.614988579743033,1.0,10851.0,-0.290301916652081,0.577180659184612,26.4307192297496,-0.502965426911901,0,4.724143778855682,ns
AOPEP,517,473,633,628,518,551,0.805561463906477,0.909113959275513,13124.0,-0.0345355134173546,0.140299287741752,550.638515491996,-0.246156013856064,0,9.10496171537459,ns
AP1AR,265,248,331,388,500,405,0.0025769113230473,0.018290468412499,1574.0,0.517847185157853,0.171804760453362,352.493705987255,3.0141608637115,0,8.461453687223626,ns
AP1B1,1795,1441,1606,1460,1683,1381,0.0273865300158677,0.108616602253,2914.0,-0.191043569615829,0.0866032181210021,1552.80824499613,-2.20596386324701,0,10.60066396817113,ns
AP1G1,616,551,579,700,551,550,0.659098759828425,0.826367216270087,11450.0,-0.0535667279403899,0.121423054640475,587.201714456445,-0.441157802354726,0,9.197712370207553,ns
AP1G2,107,139,103,113,163,133,0.629383207722034,0.808000808248213,11071.0,0.128274616554095,0.265801698708543,125.940482820815,0.482595172180412,0,6.976598293141081,ns
AP1M1,822,850,753,746,802,742,0.0980500547671951,0.265995517588131,4416.0,-0.179956918714739,0.108775959939881,783.924759588095,-1.65438134321405,0,9.614571382153244,ns
AP1S1,42,13,16,21,18,25,0.734664891161356,1.0,12294.0,-0.207238545767739,0.611455214532766,22.1681525270885,-0.338926778024286,0,4.470416637259115,ns
AP1S2,1328,1155,1196,1425,1323,1251,0.755167186135366,0.88182277232684,12501.0,0.0248097166126419,0.0795608216402816,1270.42216258413,0.311833338333459,0,10.311092270369043,ns
AP1S3,818,756,586,701,674,676,0.176195957167969,0.39064336339557,5566.0,-0.16769741720668,0.123985115705908,698.712819888905,-1.3525608800048,0,9.448555800662197,ns
AP2A1,62,49,37,49,35,55,0.666894822826719,0.832381316415495,11548.0,-0.173638240362861,0.403421849986977,47.6168084673459,-0.430413574198984,0,5.573399021614142,ns
AP2B1,733,726,709,712,666,713,0.17815325963893,0.393424935121586,5593.0,-0.148076428333221,0.109974379737098,707.933124643498,-1.34646295516472,0,9.467469271407719,ns
AP2M1,2461,2155,1925,2277,2010,1978,0.0448046566215621,0.154129684894937,3391.0,-0.156631042188854,0.0780624508594958,2122.39087053638,-2.00648378912383,0,11.051474659602444,ns
AP2S1,707,635,553,690,696,624,0.932269839878442,0.969564127083623,14470.0,-0.009750106044204,0.114721473868298,646.348735343788,-0.0849893722198631,0,9.336168966146884,ns
AP3B1,266,294,286,267,261,228,0.120008864876596,0.304507064913164,4767.0,-0.264871874291327,0.170364491723584,266.610992236184,-1.55473638674121,0,8.058592453013722,ns
AP3B2,60,74,39,88,43,44,0.813790795416446,0.913274934871317,13204.0,-0.0960035371135868,0.407591686337995,57.5531783595739,-0.235538506626889,0,5.846823697910016,ns
AP3D1,2339,2152,2388,2505,2621,2206,0.92966043555416,0.968911995527424,14440.0,-0.0063206536164494,0.0716042284815816,2353.86757677212,-0.0882720720617117,0,11.200817444584759,ns
AP3M1,806,708,732,900,947,781,0.196409243855658,0.415094638850745,5877.0,0.130030586714049,0.100654588133166,805.297045749349,1.29184957313639,0,9.653377230619286,ns
AP3M2,595,491,519,883,674,774,0.0002810949249135,0.0032869634462752,953.0,0.44499885621823,0.122517433997506,648.105448943057,3.63212680594738,0,9.340084753332862,ns
AP3S1,877,933,771,822,776,684,0.0129037479975896,0.0631132173900313,2322.0,-0.278748197146707,0.112108487377474,808.55453459946,-2.48641475473798,0,9.65920127224655,ns
AP3S2,1127,972,1021,1169,1256,1061,0.46564519117181,0.690875069125669,9093.0,0.0647178175813724,0.0887052307853237,1092.5289085658,0.729582878128085,0,10.093455738935088,ns
AP4B1,93,65,56,171,100,96,0.029354345299206,0.114377882473319,2971.0,0.681935269471205,0.313001736985577,94.7671969740314,2.17869484060604,0,6.5663158612627965,ns
AP4E1,338,339,388,445,374,294,0.79472724909866,0.903365471251713,12889.0,-0.0427648237771605,0.164368198140651,360.506187956092,-0.260176994460731,0,8.493880212782985,ns
AP4M1,60,65,110,92,151,94,0.214659013169665,0.43771669823594,6126.0,0.414840899288484,0.334318371242193,94.5568336653336,1.24085582777608,0,6.563109821056327,ns
AP4S1,229,212,288,254,206,168,0.116230324152899,0.298260015816303,4705.0,-0.320536806374084,0.20406026919378,225.355882080735,-1.57079478352395,0,7.816061296530712,ns
AP5B1,191,130,147,129,240,159,0.728903922402985,0.867449555707653,12240.0,0.0886806255145956,0.255870565539327,164.490408651585,0.346583927415307,0,7.3618596534056895,ns
AP5M1,386,353,366,373,391,255,0.178786235803372,0.394260231158767,5603.0,-0.219555122110336,0.163298519169872,351.874056074601,-1.34450161107672,0,8.458915336848037,ns
AP5S1,633,449,522,804,855,783,1.13577327270419e-05,0.0002188926927133,576.0,0.517490536705868,0.117891059614262,665.195528665186,4.38956557349718,0,9.377634660873985,ns
AP5Z1,86,82,62,165,107,121,0.017399216407885,0.0785476621976134,2523.0,0.674199534898309,0.283496142631556,102.197303792221,2.37816122872094,0,6.675213324828119,ns
APAF1,289,222,275,440,312,344,0.0248765706364366,0.101937115716638,2812.0,0.384396368072128,0.171352009232525,309.677081637938,2.24331403987508,0,8.274620806785498,ns
APBA3,45,41,40,59,61,105,0.0498257184662829,0.165652980142021,3524.0,0.757011647604295,0.385943504397576,58.1192298213565,1.9614571536472,0,5.860943679821783,ns
APBB1,123,134,126,195,113,178,0.339822763311024,0.576542902653773,7674.0,0.245192164234091,0.256876040520067,143.912158818299,0.954515507704334,0,7.1690446770984,ns
APBB2,181,205,128,207,200,129,0.847476931194638,0.931440713277004,13644.0,-0.0469332902569264,0.24401380527007,173.665058639566,-0.192338667908488,0,7.440163703188078,ns
APBB3,61,78,123,110,124,82,0.628840233871515,0.807837420255072,11063.0,0.157099824135197,0.325016271595213,95.7870253820267,0.483359874150716,0,6.581758347042127,ns
APC,1125,1128,1251,1472,1331,1316,0.148590364705414,0.351331552416357,5175.0,0.133537342141545,0.0924435487292909,1262.2674638561,1.4445285147219,0,10.30180192231595,ns
APC2,3,16,14,11,7,13,0.80740445696778,1.0,13150.0,-0.212595073865612,0.872092579252063,10.8201904356465,-0.243775808811424,0,3.435653985747569,ns
APCDD1,10,6,22,17,20,19,0.515134030229659,1.0,9687.0,0.463925321550856,0.712783382444777,15.5301666942584,0.650864390187714,0,3.9570014099756983,ns
APEH,464,368,480,470,576,549,0.189340184831891,0.407395440312891,5754.0,0.191965148540608,0.146255425907997,481.050112688327,1.31253351695386,0,8.910043382233805,ns
APEX1,2165,1937,1992,2251,2271,1988,0.984911854030064,0.994226288222946,14982.0,-0.0012549046375843,0.0663573482695609,2086.55824099429,-0.0189113138229479,0,11.02690947500745,ns
APEX2,279,218,190,304,252,285,0.268983606035015,0.50514252052062,6782.0,0.202963044370246,0.183609463294884,252.09369599568,1.10540622867722,0,7.9778162315353045,ns
APH1A,818,731,680,784,659,696,0.160022478038635,0.368256566677266,5346.0,-0.154211403686364,0.109759321374065,724.396524612703,-1.40499596531582,0,9.500635814560809,ns
APH1B,148,130,119,157,80,146,0.608993051357091,0.795224934964388,10788.0,-0.142767049668467,0.2791082798872,129.463904874035,-0.511511337915757,0,7.01640611380373,ns
API5,874,707,869,812,581,697,0.010807874226253,0.0551370458573686,2222.0,-0.323653333779253,0.12698013620159,754.161519390647,-2.54885010727529,0,9.558729729540183,ns
APIP,217,175,177,146,157,146,0.0347075751647562,0.129118227849852,3117.0,-0.43271820090005,0.204909402242102,169.264503181784,-2.11175376124903,0,7.403135644089055,ns
APLF,22,24,31,46,39,44,0.159210418278316,0.367302725988958,5330.0,0.643928034012749,0.457422291018465,33.9749282326009,1.40773208183411,0,5.086398598386868,ns
APLN,14,15,10,9,11,15,0.745823553423391,1.0,12411.0,-0.241992805772753,0.7465429516501,12.3621305845703,-0.324151216266755,0,3.627855504707222,ns
APLP1,282,303,252,263,208,218,0.0338874906780597,0.127261513537598,3089.0,-0.381411460483923,0.179791665591676,254.133695177198,-2.1214079041358,0,7.989443862459257,ns
APLP2,5656,4666,5015,4871,4772,4430,2.05826195847031e-05,0.0003615311076104,632.0,-0.217695656067898,0.0511205664013382,4878.24690158539,-4.25847504033522,0,12.252147063435473,ns
APMAP,1378,1289,1294,999,1067,1041,5.36506902063756e-07,1.55910029314391e-05,382.0,-0.444632665167715,0.0886999092956542,1178.1384428084,-5.01277474462422,0,10.20229336459235,ns
APOBEC3C,1613,1105,1474,1392,1344,1167,0.0560836304676233,0.179441561067216,3676.0,-0.194850331922342,0.101995308758941,1339.52238647102,-1.91038523529409,0,10.387502976764996,ns
APOBEC3D,16,29,15,30,7,15,0.632630302056358,1.0,11114.5,-0.329454252330395,0.68919451852672,18.6747727838651,-0.478027963766549,0,4.223018784724621,ns
APOBEC3F,217,201,179,190,214,160,0.365060300296515,0.600665406917827,7983.0,-0.179795478337733,0.198501263787269,192.474915819217,-0.905764905005424,0,7.58852662944584,ns
APOC1,183,122,140,98,91,110,0.0090790794976692,0.0483426900777505,2128.0,-0.656706822447216,0.251702269323289,123.857494678005,-2.60906198506989,0,6.952537359187812,down
APOE,40,42,29,33,61,26,0.983977208211657,0.99364422708611,14971.0,0.0094040366249322,0.468259925111058,38.1874270593936,0.0200829413764202,0,5.255025814174824,ns
APOL2,96,60,101,77,67,52,0.135582185574348,0.331592386442132,4984.0,-0.486908205751509,0.326248392651013,75.0864260413731,-1.49244629772737,0,6.230480218968016,ns
APOLD1,1141,966,1055,1040,995,820,0.0098612817340924,0.0514185479239833,2174.0,-0.24495298389273,0.0949188860074198,997.576949388185,-2.58065590733526,0,9.96228431954981,ns
APOO,964,660,615,768,734,612,0.198931895895874,0.41832600423188,5912.0,-0.171839257715658,0.133768628464997,718.697958593406,-1.2846005800278,0,9.489241777974835,ns
APOOL,717,759,838,708,749,779,0.228466897926895,0.455612261871769,6294.0,-0.146719705290929,0.121828097053514,757.63372223245,-1.20431746731201,0,9.565356736281634,ns
APP,1791,1783,1698,1722,1565,1603,0.0087527867393975,0.0471215740029351,2104.0,-0.205976565921447,0.0785701708649977,1689.20118612337,-2.62156189370345,0,10.722125449945969,ns
APPBP2,511,454,599,677,564,605,0.294512849529326,0.533081223320568,7102.0,0.141700372125204,0.135175067251793,564.276460377827,1.04827299150705,0,9.140258356467534,ns
APPL1,483,499,529,577,417,475,0.323277556430393,0.561085702616291,7455.0,-0.141985275188856,0.143746895340279,494.989161639441,-0.987744986441251,0,8.951253125835219,ns
APPL2,197,179,121,173,210,140,0.923677072421169,0.965760552629503,14398.0,-0.0227799391093927,0.237779092643323,168.529321186232,-0.0958029524637954,0,7.396855806997225,ns
APRT,4233,3560,3259,3792,3497,3344,0.0273593688461998,0.108553328595218,2912.0,-0.148879768888306,0.0674777979364863,3592.29212241432,-2.20635191783288,0,11.810688958355366,ns
APTX,753,571,616,781,662,711,0.601458566818531,0.790152846183729,10719.0,0.060414377379226,0.115668954878783,676.49080947477,0.52230416919162,0,9.401926524249651,ns
AQP11,16,23,26,4,12,11,0.0574579148544916,1.0,3703.0,-1.36376632402042,0.717843121422605,15.6367209640067,-1.89981109147879,0,3.9668661046590556,ns
AQP3,24,29,20,61,43,15,0.289975734612186,0.528290616998601,7033.0,0.580207259336051,0.548309439487304,31.2924060151641,1.05817485082616,0,4.967740683881574,ns
AQP4,4,18,3,11,8,3,0.746597674156583,1.0,12414.0,-0.337880605403235,1.04565290924152,7.87979734529358,-0.323128834068201,0,2.9781585265471917,ns
AQR,905,874,828,931,864,840,0.39604020156663,0.628741110022735,8332.0,-0.081816565036981,0.096400579346597,869.479919242669,-0.84871445370488,0,9.764008898452586,ns
ARAF,422,433,400,470,398,456,0.890069025204231,0.952031237599452,14070.0,-0.0195122945367393,0.14117158765623,428.10770931875,-0.138216866868808,0,8.741830005444537,ns
ARAP1,367,356,364,269,232,187,4.32373191067123e-06,9.59954958807227e-05,500.0,-0.762914820941595,0.166024966813232,296.32952613836,-4.59518128860599,0,8.211058572709542,down
ARAP2,48,30,69,50,43,57,0.88668954973573,0.950844348108224,14037.0,-0.0592776021555747,0.415999696075427,49.3077087733429,-0.142494340055544,0,5.623741310246464,ns
ARAP3,11,10,14,10,7,6,0.393781281338928,1.0,8310.0,-0.711574173148583,0.834416988644021,9.67297374411374,-0.852780064203792,0,3.2739594829134107,ns
ARC,97,99,108,220,184,170,0.00035155167716,0.0038703920650416,1013.0,0.814469430688805,0.227886542913807,144.028322159798,3.57401284110426,0,7.170208725204706,up
ARCN1,613,676,640,681,731,708,0.75380910549941,0.88141549165177,12485.0,0.0376336918064278,0.119997458736707,672.374214944387,0.313620739994185,0,9.393120589118066,ns
AREL1,188,151,172,171,227,186,0.626911908997358,0.806427148592435,11043.0,0.101422237031388,0.208654269792246,181.143975800249,0.486077937117571,0,7.500993017494594,ns
ARF1,10223,9004,9603,9056,9826,8661,0.0012849143042209,0.0105736350564541,1355.0,-0.160790748708445,0.0499454389223553,9354.34875727686,-3.21932797424022,0,13.191421502280843,ns
ARF3,1262,1130,1014,1123,1227,908,0.120795361515293,0.305873473581494,4778.0,-0.161795345502766,0.104286951111752,1103.78161987049,-1.55144381706383,0,10.108239051801458,ns
ARF4,1027,1104,944,1130,1108,1100,0.841219819816438,0.928066843527903,13589.0,0.0201519138265105,0.10059186786698,1064.10543783253,0.20033342907161,0,10.0554253933035,ns
ARF5,196,186,212,186,111,185,0.0953031671006007,0.261031447812427,4366.0,-0.395546795087287,0.237129371319737,179.485081148146,-1.66806327232212,0,7.487720121577511,ns
ARF6,628,660,573,706,740,617,0.682778497426551,0.841249430125177,11766.0,0.0483367870998745,0.118276962901126,649.993805408378,0.408674571228903,0,9.344282158763203,ns
ARFGAP1,375,249,303,409,384,431,0.0488344788314674,0.163878944833168,3487.0,0.31614113575445,0.160474967677391,354.585494753464,1.9700339581311,0,8.469989710006622,ns
ARFGAP2,410,348,338,465,495,410,0.0975478365534637,0.265151452884427,4407.0,0.227143247174738,0.137092623065977,406.80371823797,1.65685973537338,0,8.668189055447437,ns
ARFGAP3,290,329,289,288,324,281,0.454078941924062,0.6803523193817,8985.0,-0.124526640139789,0.166338886485557,299.48648812952,-0.748632161551721,0,8.226347104480704,ns
ARFGEF1,78,124,140,173,153,161,0.138841925075198,0.336892723554048,5027.0,0.399699874552352,0.270046065889426,137.449725642855,1.48011737640353,0,7.10276021693052,ns
ARFGEF2,681,620,782,956,788,733,0.221597694173264,0.446858492827867,6214.0,0.148605641523082,0.121579616744901,753.451196282543,1.22229075483012,0,9.557370256128122,ns
